Country,Number_of_Bags,Harvest_Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Bag Weight,Colors,quality_score,Variety,Processing Method
brazil,35,2011,8.5,8,7.5,7.75,7.5,7.83,10,10,10,7.5,84.58,0.11,0,0,bluish-green,1,1100,1100,1100,60,bluish-green,84.58,Catuai,Semi-washed / Semi-pulped
costa rica,275,2017,7.92,7.67,7.92,7.75,7.67,7.58,10,10,10,8,84.5,0.1,0,0,bluish-green,2,1200,1200,1200,18975,bluish-green,84.5,Caturra,Washed / Wet
uganda,200,2016,7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,7.83,84.5,0.11,0,0,green,1,1750,1750,1750,12000,green,84.5,SL14,Washed / Wet
china,3,2015,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,84.5,0.1,0,0,green,1,1680,1680,1680,60,green,84.5,Catimor,Washed / Wet
costa rica,250,2014,7.92,7.83,7.83,7.83,7.58,7.58,10,10,10,7.92,84.5,0.11,0,0,green,0,1700,1700,1700,1,green,84.5,Caturra,Washed / Wet
colombia,275,2015,8.08,7.67,7.83,7.83,7.67,7.67,10,10,10,7.75,84.5,0.12,1,0,green,0,1800,1800,1800,2,green,84.5,Other,Washed / Wet
china,1,2013,7.67,8,7.75,7.83,7.75,7.58,10,10,10,7.92,84.5,0,0,0,green,2,1100,1100,1100,2,green,84.5,Other,Washed / Wet
guatemala,250,2013,8.17,7.83,7.67,7.83,7.67,7.83,10,10,10,7.5,84.5,0.11,0,0,green,2,1310.64,1310.64,1310.64,69,green,84.5,Bourbon,Washed / Wet
kenya,235,2012,7.92,7.83,7.67,8,7.67,7.75,10,10,10,7.67,84.5,0.11,0,0,bluish-green,0,2000,2000,2000,60,bluish-green,84.5,SL28,Washed / Wet
mexico,56,2012,8,7.92,7.42,8.08,7.5,7.67,10,10,10,7.92,84.5,0.12,0,0,green,0,1350,1350,1350,1,green,84.5,Typica,Washed / Wet
mexico,250,2012,7.92,7.83,7.75,7.75,7.75,7.83,10,10,10,7.67,84.5,0.11,0,0,others,4,1500,1500,1500,1,bluish-green,84.5,Typica,Washed / Wet
guatemala,250,2012,7.67,8,7.67,8,7.5,7.83,10,10,10,7.83,84.5,0.11,0,0,green,2,others,others,others,69,green,84.5,Bourbon,Washed / Wet
brazil,27,others,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10,10,8.13,84.5,0,0,0,others,4,others,others,others,60,bluish-green,84.5,,Other
brazil,320,others,8.17,7.67,7.75,7.75,7.67,7.75,10,10,10,7.75,84.5,0,2,0,others,0,others,others,others,60,bluish-green,84.5,,Other
costa rica,275,2016,7.58,7.83,7.83,8,7.67,7.58,10,10,10,7.92,84.42,0.1,0,0,bluish-green,3,1300,1300,1300,69,bluish-green,84.42,Caturra,Washed / Wet
indonesia,200,2017,7.67,7.67,7.83,7.58,7.83,7.83,10,10,10,8,84.42,0,0,0,bluish-green,3,1400,1400,1400,30,bluish-green,84.42,Mandheling,Other
colombia,304,2015,7.92,7.83,7.75,7.67,7.92,7.67,10,10,10,7.67,84.42,0,0,0,green,1,others,others,others,35,green,84.42,Caturra,Natural / Dry
colombia,275,2014,7.92,7.75,7.67,7.92,7.67,7.75,10,10,10,7.75,84.42,0,0,0,green,3,1600,1950,1775,70,green,84.42,Caturra,Washed / Wet
taiwan,2,2012,7.83,7.83,7.75,8,7.5,7.75,10,10,10,7.75,84.42,0.11,0,0,bluish-green,0,1200,1200,1200,2,bluish-green,84.42,Typica,Washed / Wet
united states (hawaii),5,2012,7.92,7.92,7.5,7.83,7.5,7.92,10,10,10,7.83,84.42,0.11,0,0,bluish-green,1,others,others,others,100,bluish-green,84.42,Hawaiian Kona,Natural / Dry
mexico,69,2012,7.75,7.92,7.75,7.67,7.83,7.67,10,10,10,7.83,84.42,0.12,2,0,others,4,900,900,900,1,bluish-green,84.42,Pacamara,Washed / Wet
ethiopia,360,2009,7.5,7.75,7.83,7.92,7.92,7.75,10,10,10,7.75,84.42,0.2,0,0,others,2,others,others,others,6,bluish-green,84.42,,Other
kenya,150,2017,7.33,7.58,7.83,7.75,7.75,7.92,10,10,10,8.17,84.33,0.11,0,0,green,4,1800,1800,1800,60,green,84.33,SL28,Washed / Wet
honduras,275,2016,7.92,8,7.75,7.67,7.67,7.75,10,10,10,7.58,84.33,0.1,0,0,green,3,1500,1500,1500,66,green,84.33,Caturra,Other
colombia,275,2016,7.58,7.75,7.5,7.83,7.67,8.5,10,10,10,7.5,84.33,0,0,3,green,5,others,others,others,70,green,84.33,Caturra,Washed / Wet
honduras,275,2016,7.58,7.92,7.58,7.75,7.92,7.75,10,10,10,7.83,84.33,0.11,0,1,green,2,1500,1500,1500,69,green,84.33,Catuai,Washed / Wet
colombia,275,2016,7.67,7.67,7.75,7.83,7.75,7.83,10,10,10,7.83,84.33,0,0,2,others,4,others,others,others,70,bluish-green,84.33,,Other
colombia,250,2015,7.75,7.67,8,7.67,8.08,7.83,10,10,10,7.33,84.33,0.11,6,0,green,0,442,442,442,70,green,84.33,Caturra,Natural / Dry
colombia,275,2013,7.75,7.58,7.33,7.83,7.58,8.08,10,10,10,8.17,84.33,0,0,0,green,0,1800,1800,1800,70,green,84.33,Caturra,Washed / Wet
mexico,100,2012,8,7.75,7.75,7.83,7.5,7.67,10,10,10,7.83,84.33,0.12,0,0,bluish-green,1,1700,1700,1700,80,bluish-green,84.33,Typica,Washed / Wet
brazil,75,2011,8.17,8,7.5,7.75,7.5,7.67,10,10,10,7.75,84.33,0,0,0,others,4,1200,1350,1275,60,bluish-green,84.33,Yellow Bourbon,Other
brazil,80,2011,8,8,7.5,7.5,7.67,7.75,10,10,10,7.92,84.33,0.02,0,0,others,2,900,1200,1050,60,bluish-green,84.33,,Other
ethiopia,1,others,7.75,7.75,7.92,7.75,7.5,7.92,10,10,10,7.75,84.33,0,0,0,others,1,1097.28,1889.76,1493.52,132,bluish-green,84.33,,Other
guatemala,250,2010,7.5,7.67,7.75,7.67,7.92,7.92,10,10,10,7.92,84.33,0.04,1,0,others,1,1341.12,1432.56,1386.84,1,bluish-green,84.33,,Other
taiwan,10,2016,7.92,7.75,7.75,7.67,7.67,7.83,10,10,10,7.67,84.25,0.12,0,0,bluish-green,0,1000,1000,1000,5,bluish-green,84.25,Typica,Washed / Wet
thailand,20,2015,7.83,7.75,7.75,7.42,7.83,7.67,10,10,10,8,84.25,0.12,0,0,green,0,1200,1200,1200,25,green,84.25,Catimor,Natural / Dry
colombia,275,2016,7.83,7.58,7.75,7.58,7.67,8,10,10,10,7.83,84.25,0.11,0,0,green,2,2560,2560,2560,70,green,84.25,Caturra,Natural / Dry
guatemala,230,2016,7.75,7.75,7.58,7.92,7.75,7.75,10,10,10,7.75,84.25,0.11,0,4,green,4,1500,1500,1500,69,green,84.25,Caturra,Washed / Wet
guatemala,275,2015,7.75,7.92,7.5,8.08,7.58,7.67,10,10,10,7.75,84.25,0.1,0,0,green,1,1099.4136,1099.4136,1099.4136,69,green,84.25,Caturra,Washed / Wet
china,3,2015,7.83,7.83,7.58,7.75,7.75,7.75,10,10,10,7.75,84.25,0.1,0,0,green,1,1400,1400,1400,60,green,84.25,Catimor,Natural / Dry
colombia,275,2015,7.67,7.67,7.75,7.75,7.67,7.92,10,10,10,7.83,84.25,0.11,0,0,green,3,1600,1950,1775,70,green,84.25,Caturra,Washed / Wet
colombia,248,2015,7.83,7.67,7.75,7.58,7.92,7.75,10,10,10,7.75,84.25,0.12,4,0,green,2,1600,1950,1775,70,green,84.25,Caturra,Washed / Wet
colombia,275,2015,7.83,7.75,7.83,7.58,7.67,7.75,10,10,10,7.83,84.25,0.12,0,0,green,0,1800,1800,1800,2,green,84.25,Other,Washed / Wet
colombia,250,2015,7.42,7.67,7.83,7.75,7.92,7.83,10,10,10,7.83,84.25,0.12,3,0,green,0,442,442,442,70,green,84.25,Caturra,Natural / Dry
"tanzania, united republic of",10,2014,7.83,7.67,7.75,7.83,7.67,7.67,10,10,10,7.83,84.25,0.12,0,0,green,7,1620,1620,1620,60,green,84.25,Other,Washed / Wet
"tanzania, united republic of",65,2014,7.83,7.75,7.75,7.75,7.67,7.75,10,10,10,7.75,84.25,0.12,0,0,green,2,1600,1600,1600,60,green,84.25,Other,Washed / Wet
guatemala,250,2014,7.83,7.83,7.5,7.92,7.58,7.75,10,10,10,7.83,84.25,0.1,0,0,green,1,1219.2,1219.2,1219.2,69,green,84.25,Bourbon,Other
colombia,250,2013,7.58,7.5,7.75,7.83,7.92,7.83,10,10,10,7.83,84.25,0.11,0,0,green,2,1700,1700,1700,70,green,84.25,Caturra,Washed / Wet
united states (hawaii),7,2012,7.33,7.92,7.92,7.92,7.92,8.08,10,10,9.33,7.83,84.25,0.11,1,0,bluish-green,1,others,others,others,100,bluish-green,84.25,Hawaiian Kona,Natural / Dry
mexico,10,2012,7.83,7.92,7.67,7.83,7.5,7.75,10,10,10,7.75,84.25,0.12,0,0,green,1,1450,1450,1450,1,green,84.25,Typica,Semi-washed / Semi-pulped
mexico,20,2012,7.83,7.83,7.75,7.67,7.83,7.58,10,10,10,7.75,84.25,0.12,0,0,green,0,1170,1170,1170,1,green,84.25,Bourbon,Washed / Wet
mexico,250,2012,7.83,7.92,7.67,7.75,7.5,7.75,10,10,10,7.83,84.25,0.1,0,0,bluish-green,4,1400,1400,1400,1,bluish-green,84.25,Bourbon,Washed / Wet
uganda,1,2012,8.17,7.75,7.58,7.67,7.83,7.58,10,10,10,7.67,84.25,0.13,4,0,green,29,1700,1700,1700,60,green,84.25,Other,Natural / Dry
guatemala,50,2017,7.75,7.83,7.58,7.83,7.67,7.75,10,10,10,7.75,84.17,0.13,0,0,green,1,1700,1700,1700,69,green,84.17,Bourbon,Washed / Wet
colombia,250,2016,7.83,7.75,7.58,7.67,7.75,7.83,10,10,10,7.75,84.17,0,0,0,green,2,others,others,others,70,green,84.17,Caturra,Washed / Wet
costa rica,150,2016,7.92,7.75,7.67,7.67,7.5,7.67,10,10,10,8,84.17,0.09,0,0,bluish-green,2,1700,1700,1700,69,bluish-green,84.17,Caturra,Washed / Wet
guatemala,275,2016,7.75,7.75,7.58,8,7.67,7.83,10,10,10,7.58,84.17,0.11,0,0,green,6,1116.7872,1116.7872,1116.7872,69,green,84.17,Caturra,Washed / Wet
guatemala,377,2016,7.75,7.92,7.58,7.92,7.67,7.67,10,10,10,7.67,84.17,0.1,0,1,green,10,1565,1565,1565,69,green,84.17,Caturra,Washed / Wet
guatemala,130,2016,7.58,7.83,7.58,7.83,7.83,7.67,10,10,10,7.83,84.17,0.1,0,0,green,2,3280,3280,3280,69,green,84.17,Bourbon,Washed / Wet
colombia,275,2015,8,7.5,7.5,7.67,8,7.83,10,10,10,7.67,84.17,0,0,0,bluish-green,0,1600,1950,1775,70,bluish-green,84.17,Caturra,Washed / Wet
nicaragua,275,2015,7.67,7.83,7.83,7.5,7.67,7.83,10,10,10,7.83,84.17,0.12,0,0,bluish-green,0,900,1100,1000,2,bluish-green,84.17,Caturra,Natural / Dry
brazil,305,2015,7.67,7.75,7.75,7.67,7.83,7.75,10,10,10,7.75,84.17,0,0,0,others,16,1150,1150,1150,59,bluish-green,84.17,Catuai,Natural / Dry
costa rica,320,2014,7.67,7.75,7.67,7.75,7.5,8,10,10,10,7.83,84.17,0,0,0,bluish-green,0,1850,1850,1850,69,bluish-green,84.17,Caturra,Washed / Wet
ethiopia,320,2014,7.5,7.92,7.58,7.83,7.75,7.83,10,10,10,7.75,84.17,0.1,0,0,green,5,1545,1668,1606.5,60,green,84.17,Gesha,Natural / Dry
"tanzania, united republic of",10,2014,7.92,7.75,7.75,7.75,7.75,7.58,10,10,10,7.67,84.17,0.13,0,0,green,0,1400,1400,1400,60,green,84.17,Other,Washed / Wet
colombia,250,2014,7.67,7.5,7.67,7.42,7.83,8.58,10,10,10,7.5,84.17,0.12,0,0,green,4,1530,1530,1530,1,green,84.17,Other,Washed / Wet
guatemala,275,2013,7.67,7.75,7.67,7.75,7.75,7.75,10,10,10,7.83,84.17,0.11,0,0,bluish-green,0,others,others,others,5,bluish-green,84.17,,Washed / Wet
kenya,300,2013,7.58,7.75,7.75,7.75,7.75,7.83,10,10,10,7.75,84.17,0.08,0,0,green,0,1,500,250.5,18000,green,84.17,SL28,Washed / Wet
brazil,1,2012,7.58,7.83,7.75,7.67,7.67,8,10,10,10,7.67,84.17,0.11,0,0,green,3,894,1183,1038.5,2,green,84.17,Mundo Novo,Natural / Dry
guatemala,250,2013,7.92,7.75,7.67,7.67,7.83,7.92,10,10,10,7.42,84.17,0.11,0,0,green,4,1310.64,1310.64,1310.64,69,green,84.17,Bourbon,Washed / Wet
el salvador,275,2013,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10,10,7.92,84.17,0.11,0,0,bluish-green,2,1500,1500,1500,2,bluish-green,84.17,Bourbon,Natural / Dry
colombia,250,2012,7.75,7.75,7.75,7.75,7.83,7.75,10,10,10,7.58,84.17,0,0,0,green,2,1750,1750,1750,70,green,84.17,Caturra,Washed / Wet
guatemala,275,2012,7.83,7.5,7.5,8,7.83,7.83,10,10,10,7.67,84.17,0.11,0,0,bluish-green,2,others,others,others,1,bluish-green,84.17,Catuai,Natural / Dry
uganda,320,2012,7.83,7.75,7.5,7.83,7.83,7.75,10,10,10,7.67,84.17,0.11,0,0,green,1,1500,1700,1600,60,green,84.17,Other,Washed / Wet
indonesia,2,2017,7.81,7.88,7.56,7.75,7.63,7.75,10,10,10,7.75,84.13,0.12,0,0,bluish-green,0,others,others,others,2,bluish-green,84.13,Mandheling,Natural / Dry
colombia,275,2017,7.83,7.5,7.42,7.5,7.83,8.5,10,10,10,7.5,84.08,0,1,3,green,3,442,442,442,70,green,84.08,Caturra,Washed / Wet
taiwan,10,2016,7.58,7.67,7.67,7.67,7.75,7.83,10,10,10,7.92,84.08,0.1,0,0,bluish-green,4,968,968,968,20,bluish-green,84.08,Typica,Washed / Wet
guatemala,50,2016,8,7.75,7.5,7.58,7.92,7.67,10,10,10,7.67,84.08,0.1,0,0,green,4,others,others,others,69,green,84.08,Bourbon,Washed / Wet
colombia,200,2014,7.92,7.75,7.67,7.75,7.67,7.67,10,10,10,7.67,84.08,0,0,0,others,2,1600,1950,1775,70,bluish-green,84.08,Caturra,Washed / Wet
guatemala,1,2014,7.58,7.75,7.67,8,7.75,7.67,10,10,10,7.67,84.08,0.1,0,0,bluish-green,10,1550,1550,1550,2,bluish-green,84.08,Bourbon,Washed / Wet
united states (hawaii),14,2012,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10,10,8,84.08,0.11,1,0,green,9,others,others,others,100,green,84.08,Hawaiian Kona,Natural / Dry
mexico,300,2012,7.67,7.75,7.67,7.75,7.67,7.75,10,10,10,7.83,84.08,0.11,1,0,green,10,1480,1480,1480,1,green,84.08,Typica,Washed / Wet
ethiopia,100,2012,7.92,7.92,7.83,8,7.92,7.92,10,10,8.67,7.92,84.08,0.09,0,0,others,15,1800,1800,1800,60,bluish-green,84.08,Other,Natural / Dry
costa rica,275,2017,7.58,7.75,7.67,7.75,7.83,7.75,10,10,10,7.67,84,0.08,1,2,others,13,others,others,others,150,bluish-green,84,,Washed / Wet
ethiopia,320,2017,7.83,7.75,7.67,7.75,7.33,7.75,10,10,10,7.92,84,0.11,3,11,green,1,1800,1800,1800,60,green,84,Gesha,Natural / Dry
honduras,275,2017,7.42,7.83,7.75,7.92,7.75,7.58,10,10,10,7.75,84,0.1,0,0,green,5,1500,1500,1500,66,green,84,Caturra,Washed / Wet
guatemala,275,2015,7.67,7.83,7.58,7.92,7.75,7.67,10,10,10,7.58,84,0.12,0,0,green,7,1658.112,1755.648,1706.88,69,green,84,Caturra,Washed / Wet
colombia,250,2014,7.67,7.67,7.83,7.58,7.58,7.83,10,10,10,7.83,84,0.11,2,0,green,7,1600,1600,1600,1,green,84,Other,Washed / Wet
guatemala,250,2014,7.92,7.67,7.42,7.92,7.75,7.83,10,10,10,7.5,84,0.1,0,0,green,1,1219.2,1219.2,1219.2,69,green,84,Bourbon,Natural / Dry
guatemala,250,2014,7.75,7.83,7.5,7.83,7.58,7.67,10,10,10,7.83,84,0.1,0,0,green,0,1219.2,1219.2,1219.2,69,green,84,Bourbon,Other
colombia,250,2014,7.67,7.75,7.67,7.67,7.67,7.75,10,10,10,7.83,84,0.12,0,0,green,0,1480,1480,1480,1,green,84,,Washed / Wet
colombia,250,2014,7.58,7.42,7.75,7.92,7.75,7.92,10,10,10,7.67,84,0.12,0,0,green,0,1450,1450,1450,70,green,84,Caturra,Natural / Dry
colombia,138,2014,7.67,7.67,7.5,7.5,7.67,7.67,10,10,10,8.33,84,0.12,0,0,green,3,1600,1950,1775,70,green,84,Caturra,Washed / Wet
ethiopia,50,2013,7.75,7.75,7.5,7.58,7.67,7.92,10,10,10,7.83,84,0.09,4,0,green,40,1550,1550,1550,60,green,84,Other,Natural / Dry
brazil,320,2013,7.58,7.83,7.67,7.25,8,7.75,10,10,10,7.92,84,0.1,0,0,green,0,1260,1260,1260,60,green,84,Yellow Bourbon,Natural / Dry
colombia,270,2013,7.67,7.83,7.67,7.75,7.67,7.75,10,10,10,7.67,84,0.11,0,0,green,1,1700,1700,1700,70,green,84,Caturra,Washed / Wet
kenya,300,2012,7.67,7.83,7.5,7.75,7.92,7.67,10,10,10,7.67,84,0,0,0,green,2,1200,1200,1200,60,green,84,SL34,Washed / Wet
thailand,2,2012,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,84,0.12,0,0,green,0,others,others,others,1,green,84,Other,Washed / Wet
kenya,150,2012,7.67,7.75,7.67,7.75,7.83,7.67,10,10,10,7.67,84,0,0,0,bluish-green,0,1650,1650,1650,9000,bluish-green,84,SL28,Washed / Wet
uganda,320,2012,7.92,7.75,7.58,7.67,7.67,7.83,10,10,10,7.58,84,0.1,10,0,green,26,1700,1700,1700,60,green,84,Other,Washed / Wet
thailand,1,2011,7.58,7.75,7.58,7.75,7.58,7.75,10,10,10,8,84,0.06,0,0,others,0,others,others,others,60,bluish-green,84,,Other
brazil,320,2017,7.5,7.75,7.58,7.5,7.58,7.5,10,10,10,8.5,83.92,0,0,0,green,3,890,890,890,60,green,83.92,Bourbon,Natural / Dry
mexico,200,2017,7.83,7.83,7.58,7.92,7.42,7.5,10,10,10,7.83,83.92,0.11,0,0,green,5,1300,1300,1300,69,green,83.92,Mundo Novo,Washed / Wet
thailand,45,2015,7.67,7.75,7.5,7.67,7.67,7.83,10,10,10,7.83,83.92,0.1,0,0,bluish-green,1,1350,1350,1350,40,bluish-green,83.92,Catimor,Natural / Dry
brazil,320,2016,7.58,7.67,7.67,7.75,7.58,7.83,10,10,10,7.83,83.92,0.11,0,2,green,7,934,934,934,60,green,83.92,Bourbon,Natural / Dry
taiwan,20,2015,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10,10,7.83,83.92,0.11,0,0,green,3,1200,1200,1200,50,green,83.92,Typica,Washed / Wet
colombia,250,2016,7.75,7.67,7.5,7.75,7.83,7.75,10,10,10,7.67,83.92,0.11,1,0,green,2,442,442,442,70,green,83.92,,Other
colombia,226,2016,7.75,7.58,7.5,7.83,7.75,7.92,10,10,10,7.58,83.92,0,1,3,others,5,others,others,others,70,bluish-green,83.92,,Other
taiwan,1,2014,7.75,7.75,7.58,7.75,7.75,7.67,10,10,10,7.67,83.92,0,0,0,bluish-green,0,others,others,others,2,bluish-green,83.92,,Natural / Dry
colombia,275,2015,7.92,7.67,7.5,7.83,7.58,7.67,10,10,10,7.75,83.92,0,0,0,others,0,others,others,others,2,bluish-green,83.92,,Washed / Wet
colombia,275,2014,7.83,7.75,7.58,7.58,7.75,7.75,10,10,10,7.67,83.92,0,1,0,others,1,others,others,others,2,bluish-green,83.92,,Washed / Wet
colombia,275,2014,7.75,7.58,7.67,7.83,7.83,7.67,10,10,10,7.58,83.92,0,0,0,green,1,1600,1950,1775,70,green,83.92,Caturra,Washed / Wet
taiwan,10,2014,8,7.92,7.92,7.92,7.67,7.33,10,10,10,7.17,83.92,0.06,0,0,green,0,950,950,950,60,green,83.92,Typica,Washed / Wet
colombia,250,2014,7.67,7.83,7.67,7.75,7.67,7.83,10,10,10,7.5,83.92,0.12,0,0,green,3,1550,1550,1550,70,green,83.92,Caturra,Natural / Dry
mexico,48,2012,7.67,7.75,7.58,7.67,7.75,7.83,10,10,10,7.67,83.92,0.12,10,0,bluish-green,32,900,900,900,1,bluish-green,83.92,Typica,Washed / Wet
mexico,250,2012,7.5,7.67,7.58,7.83,7.75,7.75,10,10,10,7.83,83.92,0.11,0,0,others,2,1500,1500,1500,1,bluish-green,83.92,Typica,Washed / Wet
mexico,20,2012,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10,10,7.75,83.92,0,0,0,green,2,1400,1400,1400,1,green,83.92,Typica,Washed / Wet
colombia,275,2017,7.92,7.58,7.5,7.83,7.58,7.67,10,10,10,7.75,83.83,0,1,0,green,6,2527,2527,2527,70,green,83.83,Caturra,Washed / Wet
colombia,275,2016,7.83,7.67,7.5,7.75,7.75,7.75,10,10,10,7.58,83.83,0,1,2,green,0,others,others,others,70,green,83.83,Caturra,Other
costa rica,275,2015,7.67,7.67,7.75,7.67,7.5,7.75,10,10,10,7.83,83.83,0,0,0,bluish-green,0,1850,1850,1850,69,bluish-green,83.83,Caturra,Washed / Wet
guatemala,100,2016,7.75,7.75,7.5,7.75,7.83,7.58,10,10,10,7.67,83.83,0.11,0,7,green,6,1500,1500,1500,69,green,83.83,Bourbon,Washed / Wet
taiwan,167,2016,7.75,7.67,7.5,7.75,7.75,7.67,10,10,10,7.75,83.83,0,0,0,others,0,1200,1200,1200,30,bluish-green,83.83,,Other
brazil,320,2015,7.25,7.58,7.42,8,7.75,7.83,10,10,10,8,83.83,0,0,0,green,0,1,1,1,2,green,83.83,Yellow Bourbon,Natural / Dry
taiwan,8,2014,7.67,7.75,7.67,7.75,7.42,7.75,10,10,10,7.83,83.83,0,0,0,green,1,480,570,525,18,green,83.83,Typica,Washed / Wet
ethiopia,320,2014,7.75,7.75,7.67,7.67,7.58,7.67,10,10,10,7.75,83.83,0.12,0,0,green,4,1650,1703,1676.5,60,green,83.83,,Natural / Dry
brazil,300,2014,7.67,7.67,7.58,7.5,7.83,8.17,10,10,9.33,8.08,83.83,0,0,0,green,1,1200,1200,1200,2,green,83.83,Bourbon,Semi-washed / Semi-pulped
costa rica,250,2013,7.83,7.42,7.5,7.83,7.75,7.83,10,10,10,7.67,83.83,0.1,0,0,green,3,1200,1400,1300,1,green,83.83,Catuai,Washed / Wet
guatemala,250,2014,7.58,7.83,7.33,8,7.58,7.75,10,10,10,7.75,83.83,0.1,0,0,green,1,1219.2,1219.2,1219.2,69,green,83.83,Bourbon,Washed / Wet
brazil,320,2013,7.92,7.5,7.33,7.67,8.17,7.5,10,10,10,7.75,83.83,0.1,0,0,green,0,1260,1260,1260,60,green,83.83,Yellow Bourbon,Natural / Dry
ecuador,1,2013,7.5,7.67,7.58,7.75,7.83,7.83,10,10,10,7.67,83.83,0.09,0,0,bluish-green,0,800,800,800,5,bluish-green,83.83,,Natural / Dry
colombia,250,2013,7.67,7.58,7.58,7.83,7.58,7.67,10,10,10,7.92,83.83,0.11,0,0,green,1,1750,1750,1750,70,green,83.83,Caturra,Washed / Wet
guatemala,250,2013,7.5,7.83,7.5,7.83,7.83,7.67,10,10,10,7.67,83.83,0.11,0,0,green,3,1310.64,1310.64,1310.64,69,green,83.83,Bourbon,Washed / Wet
mexico,20,2012,7.67,8,7.67,7.42,7.67,7.5,10,10,10,7.92,83.83,0.1,0,0,green,2,1218,1218,1218,1,green,83.83,Bourbon,Natural / Dry
mexico,250,2012,7.67,7.58,7.5,7.75,7.75,7.75,10,10,10,7.83,83.83,0.11,0,0,others,4,1300,1300,1300,1,bluish-green,83.83,Pacas,Natural / Dry
brazil,300,2011,7.83,7.83,7.58,7.67,7.5,7.58,10,10,10,7.83,83.83,0.12,0,0,green,3,1250,1250,1250,1,green,83.83,Yellow Bourbon,Semi-washed / Semi-pulped
thailand,175,2011,7.75,7.75,7.58,8,7.67,7.58,10,10,10,7.5,83.83,0.02,0,0,others,2,1499.9208,1499.9208,1499.9208,50,bluish-green,83.83,,Other
thailand,1,2011,7.5,7.83,7.58,7.58,7.75,7.83,10,10,10,7.75,83.83,0.01,0,0,others,0,others,others,others,60,bluish-green,83.83,,Other
ethiopia,300,2010,7.58,7.83,7.58,8,7.83,7.5,10,10,10,7.5,83.83,0.1,0,0,others,3,others,others,others,6,bluish-green,83.83,,Other
kenya,200,others,7.75,7.58,7.5,7.58,7.75,7.75,10,10,10,7.83,83.75,0.11,0,0,green,2,1800,1800,1800,60,green,83.75,SL28,Washed / Wet
brazil,320,2017,7.67,7.67,7.58,7.75,7.67,7.67,10,10,10,7.75,83.75,0.11,0,0,green,5,890,890,890,60,green,83.75,Bourbon,Natural / Dry
colombia,275,2017,7.83,7.83,7.58,7.58,7.58,7.58,10,10,10,7.75,83.75,0.11,0,0,green,1,442,442,442,70,green,83.75,Caturra,Washed / Wet
taiwan,10,2016,7.67,7.67,7.58,7.58,7.67,7.83,10,10,10,7.75,83.75,0,0,0,green,0,750,750,750,10,green,83.75,Typica,Natural / Dry
colombia,275,2016,7.92,7.75,7.5,7.67,7.75,7.5,10,10,10,7.67,83.75,0,1,0,green,4,others,others,others,70,green,83.75,,Washed / Wet
china,3,2015,7.83,7.75,7.67,7.5,7.58,7.67,10,10,10,7.75,83.75,0.1,0,1,green,2,1650,1650,1650,60,green,83.75,Catimor,Washed / Wet
colombia,250,2015,7.75,7.67,7.5,7.67,7.58,7.83,10,10,10,7.75,83.75,0,0,0,green,0,442,442,442,70,green,83.75,Caturra,Natural / Dry
uganda,320,2013,8,7.92,7.58,7.75,7.33,7.5,10,10,10,7.67,83.75,0.12,0,0,green,0,1400,1400,1400,60,green,83.75,Bourbon,Natural / Dry
united states (puerto rico),18,2013,7.83,7.83,7.83,7.67,8,8.17,9.33,9.33,10,7.75,83.75,0.12,0,0,green,1,853.44,853.44,853.44,5,green,83.75,Other,Washed / Wet
colombia,100,2014,7.67,7.67,7.67,7.92,7.5,7.67,10,10,10,7.67,83.75,0,0,0,green,5,1600,1950,1775,70,green,83.75,Caturra,Washed / Wet
colombia,250,2014,7.67,7.42,7.42,7.42,8,8.33,10,10,10,7.5,83.75,0,0,0,green,3,1500,1600,1550,70,green,83.75,Other,Washed / Wet
colombia,250,2013,7.58,7.67,7.75,7.67,7.67,7.67,10,10,10,7.75,83.75,0,0,0,bluish-green,1,1750,1750,1750,70,bluish-green,83.75,Caturra,Washed / Wet
colombia,275,2013,7.75,7.67,7.75,7.58,7.42,8,10,10,10,7.58,83.75,0.11,0,0,green,3,1750,1750,1750,70,green,83.75,Caturra,Washed / Wet
united states (hawaii),12,2013,7.25,7.42,7.67,7.58,7.83,8.25,10,10,10,7.75,83.75,0,0,0,bluish-green,0,others,others,others,100,bluish-green,83.75,Hawaiian Kona,Natural / Dry
mexico,10,2012,7.83,7.58,7.58,7.5,7.75,7.67,10,10,10,7.83,83.75,0.13,5,0,others,5,700,700,700,1,bluish-green,83.75,Caturra,Natural / Dry
guatemala,250,2012,7.67,7.58,7.58,7.67,7.75,7.75,10,10,10,7.75,83.75,0.11,0,0,bluish-green,1,1300,1300,1300,3,bluish-green,83.75,Caturra,Washed / Wet
